instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
16304130,63688,ADANIENSOL25SEP880CE,ADANIENSOL,0.0,2025-09-30,880.0,0.05,675,CE,NFO-OPT,NFO
16304386,63689,ADANIENSOL25SEP880PE,ADANIENSOL,0.0,2025-09-30,880.0,0.05,675,PE,NFO-OPT,NFO
16302594,63682,ADANIENSOL25SEP760CE,ADANIENSOL,0.0,2025-09-30,760.0,0.05,675,CE,NFO-OPT,NFO
16302850,63683,ADANIENSOL25SEP760PE,ADANIENSOL,0.0,2025-09-30,760.0,0.05,675,PE,NFO-OPT,NFO
16304642,63690,ADANIENSOL25SEP920CE,ADANIENSOL,0.0,2025-09-30,920.0,0.05,675,CE,NFO-OPT,NFO
16304898,63691,ADANIENSOL25SEP920PE,ADANIENSOL,0.0,2025-09-30,920.0,0.05,675,PE,NFO-OPT,NFO
16302082,63680,ADANIENSOL25SEP720CE,ADANIENSOL,0.0,2025-09-30,720.0,0.05,675,CE,NFO-OPT,NFO
16302338,63681,ADANIENSOL25SEP720PE,ADANIENSOL,0.0,2025-09-30,720.0,0.05,675,PE,NFO-OPT,NFO
16305154,63692,ADANIENSOL25SEP960CE,ADANIENSOL,0.0,2025-09-30,960.0,0.05,675,CE,NFO-OPT,NFO
16305410,63693,ADANIENSOL25SEP960PE,ADANIENSOL,0.0,2025-09-30,960.0,0.05,675,PE,NFO-OPT,NFO
16301058,63676,ADANIENSOL25SEP680CE,ADANIENSOL,0.0,2025-09-30,680.0,0.05,675,CE,NFO-OPT,NFO
16301826,63679,ADANIENSOL25SEP680PE,ADANIENSOL,0.0,2025-09-30,680.0,0.05,675,PE,NFO-OPT,NFO
16305666,63694,ADANIENSOL25SEP1000CE,ADANIENSOL,0.0,2025-09-30,1000.0,0.05,675,CE,NFO-OPT,NFO
16306946,63699,ADANIENSOL25SEP1000PE,ADANIENSOL,0.0,2025-09-30,1000.0,0.05,675,PE,NFO-OPT,NFO
16300546,63674,ADANIENSOL25SEP640CE,ADANIENSOL,0.0,2025-09-30,640.0,0.05,675,CE,NFO-OPT,NFO
16300802,63675,ADANIENSOL25SEP640PE,ADANIENSOL,0.0,2025-09-30,640.0,0.05,675,PE,NFO-OPT,NFO
16307202,63700,ADANIENSOL25SEP1040CE,ADANIENSOL,0.0,2025-09-30,1040.0,0.05,675,CE,NFO-OPT,NFO
16307458,63701,ADANIENSOL25SEP1040PE,ADANIENSOL,0.0,2025-09-30,1040.0,0.05,675,PE,NFO-OPT,NFO
15255554,59592,ADANIENT25JUL2520CE,ADANIENT,0.0,2025-07-31,2520.0,0.05,300,CE,NFO-OPT,NFO
19356418,75611,ADANIENT25JUL2540CE,ADANIENT,0.0,2025-07-31,2540.0,0.05,300,CE,NFO-OPT,NFO
19356674,75612,ADANIENT25JUL2540PE,ADANIENT,0.0,2025-07-31,2540.0,0.05,300,PE,NFO-OPT,NFO
16327938,63781,ADANIENT25JUL2550CE,ADANIENT,0.0,2025-07-31,2550.0,0.05,300,CE,NFO-OPT,NFO
16328194,63782,ADANIENT25JUL2550PE,ADANIENT,0.0,2025-07-31,2550.0,0.05,300,PE,NFO-OPT,NFO
19355906,75609,ADANIENT25JUL2500CE,ADANIENT,0.0,2025-07-31,2500.0,0.05,300,CE,NFO-OPT,NFO
19356162,75610,ADANIENT25JUL2500PE,ADANIENT,0.0,2025-07-31,2500.0,0.05,300,PE,NFO-OPT,NFO
15256578,59596,ADANIENT25JUL2560CE,ADANIENT,0.0,2025-07-31,2560.0,0.05,300,CE,NFO-OPT,NFO
15257346,59599,ADANIENT25JUL2560PE,ADANIENT,0.0,2025-07-31,2560.0,0.05,300,PE,NFO-OPT,NFO
15255042,59590,ADANIENT25JUL2480CE,ADANIENT,0.0,2025-07-31,2480.0,0.05,300,CE,NFO-OPT,NFO
19356930,75613,ADANIENT25JUL2580CE,ADANIENT,0.0,2025-07-31,2580.0,0.05,300,CE,NFO-OPT,NFO
19357186,75614,ADANIENT25JUL2580PE,ADANIENT,0.0,2025-07-31,2580.0,0.05,300,PE,NFO-OPT,NFO
19355394,75607,ADANIENT25JUL2460CE,ADANIENT,0.0,2025-07-31,2460.0,0.05,300,CE,NFO-OPT,NFO
19355650,75608,ADANIENT25JUL2460PE,ADANIENT,0.0,2025-07-31,2460.0,0.05,300,PE,NFO-OPT,NFO
15257602,59600,ADANIENT25JUL2600CE,ADANIENT,0.0,2025-07-31,2600.0,0.05,300,CE,NFO-OPT,NFO
15259906,59609,ADANIENT25JUL2600PE,ADANIENT,0.0,2025-07-31,2600.0,0.05,300,PE,NFO-OPT,NFO
16326914,63777,ADANIENT25JUL2450CE,ADANIENT,0.0,2025-07-31,2450.0,0.05,300,CE,NFO-OPT,NFO
16327170,63778,ADANIENT25JUL2450PE,ADANIENT,0.0,2025-07-31,2450.0,0.05,300,PE,NFO-OPT,NFO
15249922,59570,ADANIENT25JUL2440CE,ADANIENT,0.0,2025-07-31,2440.0,0.05,300,CE,NFO-OPT,NFO
19357442,75615,ADANIENT25JUL2620CE,ADANIENT,0.0,2025-07-31,2620.0,0.05,300,CE,NFO-OPT,NFO
19357698,75616,ADANIENT25JUL2620PE,ADANIENT,0.0,2025-07-31,2620.0,0.05,300,PE,NFO-OPT,NFO
15260162,59610,ADANIENT25JUL2640CE,ADANIENT,0.0,2025-07-31,2640.0,0.05,300,CE,NFO-OPT,NFO
15260418,59611,ADANIENT25JUL2640PE,ADANIENT,0.0,2025-07-31,2640.0,0.05,300,PE,NFO-OPT,NFO
16328706,63784,ADANIENT25JUL2650PE,ADANIENT,0.0,2025-07-31,2650.0,0.05,300,PE,NFO-OPT,NFO
15249410,59568,ADANIENT25JUL2400CE,ADANIENT,0.0,2025-07-31,2400.0,0.05,300,CE,NFO-OPT,NFO
15249666,59569,ADANIENT25JUL2400PE,ADANIENT,0.0,2025-07-31,2400.0,0.05,300,PE,NFO-OPT,NFO
16326402,63775,ADANIENT25JUL2350CE,ADANIENT,0.0,2025-07-31,2350.0,0.05,300,CE,NFO-OPT,NFO
16326658,63776,ADANIENT25JUL2350PE,ADANIENT,0.0,2025-07-31,2350.0,0.05,300,PE,NFO-OPT,NFO
15246082,59555,ADANIENT25JUL2320CE,ADANIENT,0.0,2025-07-31,2320.0,0.05,300,CE,NFO-OPT,NFO
19353346,75599,ADANIENT25JUL2300CE,ADANIENT,0.0,2025-07-31,2300.0,0.05,300,CE,NFO-OPT,NFO
19353602,75600,ADANIENT25JUL2300PE,ADANIENT,0.0,2025-07-31,2300.0,0.05,300,PE,NFO-OPT,NFO
15269890,59648,ADANIENT25JUL3000CE,ADANIENT,0.0,2025-07-31,3000.0,0.05,300,CE,NFO-OPT,NFO
15270146,59649,ADANIENT25JUL3000PE,ADANIENT,0.0,2025-07-31,3000.0,0.05,300,PE,NFO-OPT,NFO
15266050,59633,ADANIENT25JUL2920CE,ADANIENT,0.0,2025-07-31,2920.0,0.05,300,CE,NFO-OPT,NFO
15267586,59639,ADANIENT25JUL2920PE,ADANIENT,0.0,2025-07-31,2920.0,0.05,300,PE,NFO-OPT,NFO
19364354,75642,ADANIENT25JUL2900CE,ADANIENT,0.0,2025-07-31,2900.0,0.05,300,CE,NFO-OPT,NFO
19364610,75643,ADANIENT25JUL2900PE,ADANIENT,0.0,2025-07-31,2900.0,0.05,300,PE,NFO-OPT,NFO
15265794,59632,ADANIENT25JUL2880PE,ADANIENT,0.0,2025-07-31,2880.0,0.05,300,PE,NFO-OPT,NFO
16335106,63809,ADANIENT25JUL2850CE,ADANIENT,0.0,2025-07-31,2850.0,0.05,300,CE,NFO-OPT,NFO
16335362,63810,ADANIENT25JUL2850PE,ADANIENT,0.0,2025-07-31,2850.0,0.05,300,PE,NFO-OPT,NFO
15264514,59627,ADANIENT25JUL2800CE,ADANIENT,0.0,2025-07-31,2800.0,0.05,300,CE,NFO-OPT,NFO
15264770,59628,ADANIENT25JUL2800PE,ADANIENT,0.0,2025-07-31,2800.0,0.05,300,PE,NFO-OPT,NFO
19362306,75634,ADANIENT25JUL2780CE,ADANIENT,0.0,2025-07-31,2780.0,0.05,300,CE,NFO-OPT,NFO
19363074,75637,ADANIENT25JUL2780PE,ADANIENT,0.0,2025-07-31,2780.0,0.05,300,PE,NFO-OPT,NFO
15261954,59617,ADANIENT25JUL2760CE,ADANIENT,0.0,2025-07-31,2760.0,0.05,300,CE,NFO-OPT,NFO
15264002,59625,ADANIENT25JUL2760PE,ADANIENT,0.0,2025-07-31,2760.0,0.05,300,PE,NFO-OPT,NFO
16328962,63785,ADANIENT25JUL2750CE,ADANIENT,0.0,2025-07-31,2750.0,0.05,300,CE,NFO-OPT,NFO
16334850,63808,ADANIENT25JUL2750PE,ADANIENT,0.0,2025-07-31,2750.0,0.05,300,PE,NFO-OPT,NFO
19358978,75621,ADANIENT25JUL2740CE,ADANIENT,0.0,2025-07-31,2740.0,0.05,300,CE,NFO-OPT,NFO
19362050,75633,ADANIENT25JUL2740PE,ADANIENT,0.0,2025-07-31,2740.0,0.05,300,PE,NFO-OPT,NFO
15261186,59614,ADANIENT25JUL2720CE,ADANIENT,0.0,2025-07-31,2720.0,0.05,300,CE,NFO-OPT,NFO
15261698,59616,ADANIENT25JUL2720PE,ADANIENT,0.0,2025-07-31,2720.0,0.05,300,PE,NFO-OPT,NFO
19358466,75619,ADANIENT25JUL2700CE,ADANIENT,0.0,2025-07-31,2700.0,0.05,300,CE,NFO-OPT,NFO
19358722,75620,ADANIENT25JUL2700PE,ADANIENT,0.0,2025-07-31,2700.0,0.05,300,PE,NFO-OPT,NFO
15260674,59612,ADANIENT25JUL2680CE,ADANIENT,0.0,2025-07-31,2680.0,0.05,300,CE,NFO-OPT,NFO
15260930,59613,ADANIENT25JUL2680PE,ADANIENT,0.0,2025-07-31,2680.0,0.05,300,PE,NFO-OPT,NFO
19357954,75617,ADANIENT25JUL2660CE,ADANIENT,0.0,2025-07-31,2660.0,0.05,300,CE,NFO-OPT,NFO
19358210,75618,ADANIENT25JUL2660PE,ADANIENT,0.0,2025-07-31,2660.0,0.05,300,PE,NFO-OPT,NFO
16328450,63783,ADANIENT25JUL2650CE,ADANIENT,0.0,2025-07-31,2650.0,0.05,300,CE,NFO-OPT,NFO
16324866,63769,ADANIENT25JUL2250CE,ADANIENT,0.0,2025-07-31,2250.0,0.05,300,CE,NFO-OPT,NFO
16326146,63774,ADANIENT25JUL2250PE,ADANIENT,0.0,2025-07-31,2250.0,0.05,300,PE,NFO-OPT,NFO
15244546,59549,ADANIENT25JUL2200CE,ADANIENT,0.0,2025-07-31,2200.0,0.05,300,CE,NFO-OPT,NFO
15244802,59550,ADANIENT25JUL2200PE,ADANIENT,0.0,2025-07-31,2200.0,0.05,300,PE,NFO-OPT,NFO
15244290,59548,ADANIENT25JUL2160PE,ADANIENT,0.0,2025-07-31,2160.0,0.05,300,PE,NFO-OPT,NFO
15242754,59542,ADANIENT25JUL2120CE,ADANIENT,0.0,2025-07-31,2120.0,0.05,300,CE,NFO-OPT,NFO
15243778,59546,ADANIENT25JUL2120PE,ADANIENT,0.0,2025-07-31,2120.0,0.05,300,PE,NFO-OPT,NFO
19350786,75589,ADANIENT25JUL2100CE,ADANIENT,0.0,2025-07-31,2100.0,0.05,300,CE,NFO-OPT,NFO
19351042,75590,ADANIENT25JUL2100PE,ADANIENT,0.0,2025-07-31,2100.0,0.05,300,PE,NFO-OPT,NFO
16376578,63971,ADANIENT25AUG2550CE,ADANIENT,0.0,2025-08-28,2550.0,0.05,300,CE,NFO-OPT,NFO
16376834,63972,ADANIENT25AUG2550PE,ADANIENT,0.0,2025-08-28,2550.0,0.05,300,PE,NFO-OPT,NFO
16374530,63963,ADANIENT25AUG2500CE,ADANIENT,0.0,2025-08-28,2500.0,0.05,300,CE,NFO-OPT,NFO
16376322,63970,ADANIENT25AUG2500PE,ADANIENT,0.0,2025-08-28,2500.0,0.05,300,PE,NFO-OPT,NFO
19406338,75806,ADANIENT25AUG2600CE,ADANIENT,0.0,2025-08-28,2600.0,0.05,300,CE,NFO-OPT,NFO
19406594,75807,ADANIENT25AUG2600PE,ADANIENT,0.0,2025-08-28,2600.0,0.05,300,PE,NFO-OPT,NFO
16370946,63949,ADANIENT25AUG2450CE,ADANIENT,0.0,2025-08-28,2450.0,0.05,300,CE,NFO-OPT,NFO
16374274,63962,ADANIENT25AUG2450PE,ADANIENT,0.0,2025-08-28,2450.0,0.05,300,PE,NFO-OPT,NFO
19406850,75808,ADANIENT25AUG2640CE,ADANIENT,0.0,2025-08-28,2640.0,0.05,300,CE,NFO-OPT,NFO
16377090,63973,ADANIENT25AUG2650CE,ADANIENT,0.0,2025-08-28,2650.0,0.05,300,CE,NFO-OPT,NFO
16377346,63974,ADANIENT25AUG2650PE,ADANIENT,0.0,2025-08-28,2650.0,0.05,300,PE,NFO-OPT,NFO
19402498,75791,ADANIENT25AUG2400CE,ADANIENT,0.0,2025-08-28,2400.0,0.05,300,CE,NFO-OPT,NFO
19402754,75792,ADANIENT25AUG2400PE,ADANIENT,0.0,2025-08-28,2400.0,0.05,300,PE,NFO-OPT,NFO
16377602,63975,ADANIENT25AUG2700CE,ADANIENT,0.0,2025-08-28,2700.0,0.05,300,CE,NFO-OPT,NFO
16377858,63976,ADANIENT25AUG2700PE,ADANIENT,0.0,2025-08-28,2700.0,0.05,300,PE,NFO-OPT,NFO
16370434,63947,ADANIENT25AUG2350CE,ADANIENT,0.0,2025-08-28,2350.0,0.05,300,CE,NFO-OPT,NFO
16370690,63948,ADANIENT25AUG2350PE,ADANIENT,0.0,2025-08-28,2350.0,0.05,300,PE,NFO-OPT,NFO
16378114,63977,ADANIENT25AUG2750CE,ADANIENT,0.0,2025-08-28,2750.0,0.05,300,CE,NFO-OPT,NFO
16378370,63978,ADANIENT25AUG2750PE,ADANIENT,0.0,2025-08-28,2750.0,0.05,300,PE,NFO-OPT,NFO
16369922,63945,ADANIENT25AUG2300CE,ADANIENT,0.0,2025-08-28,2300.0,0.05,300,CE,NFO-OPT,NFO
16370178,63946,ADANIENT25AUG2300PE,ADANIENT,0.0,2025-08-28,2300.0,0.05,300,PE,NFO-OPT,NFO
19408898,75816,ADANIENT25AUG2800CE,ADANIENT,0.0,2025-08-28,2800.0,0.05,300,CE,NFO-OPT,NFO
19409154,75817,ADANIENT25AUG2800PE,ADANIENT,0.0,2025-08-28,2800.0,0.05,300,PE,NFO-OPT,NFO
16369410,63943,ADANIENT25AUG2250CE,ADANIENT,0.0,2025-08-28,2250.0,0.05,300,CE,NFO-OPT,NFO
16369666,63944,ADANIENT25AUG2250PE,ADANIENT,0.0,2025-08-28,2250.0,0.05,300,PE,NFO-OPT,NFO
16378626,63979,ADANIENT25AUG2850CE,ADANIENT,0.0,2025-08-28,2850.0,0.05,300,CE,NFO-OPT,NFO
16378882,63980,ADANIENT25AUG2850PE,ADANIENT,0.0,2025-08-28,2850.0,0.05,300,PE,NFO-OPT,NFO
19398658,75776,ADANIENT25AUG2200CE,ADANIENT,0.0,2025-08-28,2200.0,0.05,300,CE,NFO-OPT,NFO
19398914,75777,ADANIENT25AUG2200PE,ADANIENT,0.0,2025-08-28,2200.0,0.05,300,PE,NFO-OPT,NFO
19409922,75820,ADANIENT25AUG2880CE,ADANIENT,0.0,2025-08-28,2880.0,0.05,300,CE,NFO-OPT,NFO
16385026,64004,ADANIENT25AUG2900PE,ADANIENT,0.0,2025-08-28,2900.0,0.05,300,PE,NFO-OPT,NFO
19411458,75826,ADANIENT25AUG3000CE,ADANIENT,0.0,2025-08-28,3000.0,0.05,300,CE,NFO-OPT,NFO
19411714,75827,ADANIENT25AUG3000PE,ADANIENT,0.0,2025-08-28,3000.0,0.05,300,PE,NFO-OPT,NFO
16379138,63981,ADANIENT25AUG2900CE,ADANIENT,0.0,2025-08-28,2900.0,0.05,300,CE,NFO-OPT,NFO
16368386,63939,ADANIENT25AUG2100CE,ADANIENT,0.0,2025-08-28,2100.0,0.05,300,CE,NFO-OPT,NFO
16368642,63940,ADANIENT25AUG2100PE,ADANIENT,0.0,2025-08-28,2100.0,0.05,300,PE,NFO-OPT,NFO
16402178,64071,ADANIENT25SEP2200CE,ADANIENT,0.0,2025-09-30,2200.0,0.05,300,CE,NFO-OPT,NFO
16402434,64072,ADANIENT25SEP2200PE,ADANIENT,0.0,2025-09-30,2200.0,0.05,300,PE,NFO-OPT,NFO
16402690,64073,ADANIENT25SEP2300CE,ADANIENT,0.0,2025-09-30,2300.0,0.05,300,CE,NFO-OPT,NFO
16402946,64074,ADANIENT25SEP2300PE,ADANIENT,0.0,2025-09-30,2300.0,0.05,300,PE,NFO-OPT,NFO
16403202,64075,ADANIENT25SEP2400CE,ADANIENT,0.0,2025-09-30,2400.0,0.05,300,CE,NFO-OPT,NFO
16403458,64076,ADANIENT25SEP2400PE,ADANIENT,0.0,2025-09-30,2400.0,0.05,300,PE,NFO-OPT,NFO
16403714,64077,ADANIENT25SEP2500CE,ADANIENT,0.0,2025-09-30,2500.0,0.05,300,CE,NFO-OPT,NFO
16403970,64078,ADANIENT25SEP2500PE,ADANIENT,0.0,2025-09-30,2500.0,0.05,300,PE,NFO-OPT,NFO
16404226,64079,ADANIENT25SEP2600CE,ADANIENT,0.0,2025-09-30,2600.0,0.05,300,CE,NFO-OPT,NFO
16404482,64080,ADANIENT25SEP2600PE,ADANIENT,0.0,2025-09-30,2600.0,0.05,300,PE,NFO-OPT,NFO
16404738,64081,ADANIENT25SEP2700CE,ADANIENT,0.0,2025-09-30,2700.0,0.05,300,CE,NFO-OPT,NFO
16404994,64082,ADANIENT25SEP2700PE,ADANIENT,0.0,2025-09-30,2700.0,0.05,300,PE,NFO-OPT,NFO
16405250,64083,ADANIENT25SEP2800CE,ADANIENT,0.0,2025-09-30,2800.0,0.05,300,CE,NFO-OPT,NFO
16405506,64084,ADANIENT25SEP2800PE,ADANIENT,0.0,2025-09-30,2800.0,0.05,300,PE,NFO-OPT,NFO
16405762,64085,ADANIENT25SEP2900CE,ADANIENT,0.0,2025-09-30,2900.0,0.05,300,CE,NFO-OPT,NFO
16407554,64092,ADANIENT25SEP2900PE,ADANIENT,0.0,2025-09-30,2900.0,0.05,300,PE,NFO-OPT,NFO
16407810,64093,ADANIENT25SEP3000CE,ADANIENT,0.0,2025-09-30,3000.0,0.05,300,CE,NFO-OPT,NFO
16408578,64096,ADANIENT25SEP3000PE,ADANIENT,0.0,2025-09-30,3000.0,0.05,300,PE,NFO-OPT,NFO
15311362,59810,ADANIGREEN25JUL1000CE,ADANIGREEN,0.0,2025-07-31,1000.0,0.05,600,CE,NFO-OPT,NFO
15311618,59811,ADANIGREEN25JUL1000PE,ADANIGREEN,0.0,2025-07-31,1000.0,0.05,600,PE,NFO-OPT,NFO
19420162,75860,ADANIGREEN25JUL1020CE,ADANIGREEN,0.0,2025-07-31,1020.0,0.05,600,CE,NFO-OPT,NFO
19420418,75861,ADANIGREEN25JUL1020PE,ADANIGREEN,0.0,2025-07-31,1020.0,0.05,600,PE,NFO-OPT,NFO
19419650,75858,ADANIGREEN25JUL980CE,ADANIGREEN,0.0,2025-07-31,980.0,0.05,600,CE,NFO-OPT,NFO
19419906,75859,ADANIGREEN25JUL980PE,ADANIGREEN,0.0,2025-07-31,980.0,0.05,600,PE,NFO-OPT,NFO
15311874,59812,ADANIGREEN25JUL1040CE,ADANIGREEN,0.0,2025-07-31,1040.0,0.05,600,CE,NFO-OPT,NFO
15312130,59813,ADANIGREEN25JUL1040PE,ADANIGREEN,0.0,2025-07-31,1040.0,0.05,600,PE,NFO-OPT,NFO
15310850,59808,ADANIGREEN25JUL960CE,ADANIGREEN,0.0,2025-07-31,960.0,0.05,600,CE,NFO-OPT,NFO
15311106,59809,ADANIGREEN25JUL960PE,ADANIGREEN,0.0,2025-07-31,960.0,0.05,600,PE,NFO-OPT,NFO
19420674,75862,ADANIGREEN25JUL1060CE,ADANIGREEN,0.0,2025-07-31,1060.0,0.05,600,CE,NFO-OPT,NFO
19420930,75863,ADANIGREEN25JUL1060PE,ADANIGREEN,0.0,2025-07-31,1060.0,0.05,600,PE,NFO-OPT,NFO
19419138,75856,ADANIGREEN25JUL940CE,ADANIGREEN,0.0,2025-07-31,940.0,0.05,600,CE,NFO-OPT,NFO
19419394,75857,ADANIGREEN25JUL940PE,ADANIGREEN,0.0,2025-07-31,940.0,0.05,600,PE,NFO-OPT,NFO
15312386,59814,ADANIGREEN25JUL1080CE,ADANIGREEN,0.0,2025-07-31,1080.0,0.05,600,CE,NFO-OPT,NFO
15313410,59818,ADANIGREEN25JUL1080PE,ADANIGREEN,0.0,2025-07-31,1080.0,0.05,600,PE,NFO-OPT,NFO
15310338,59806,ADANIGREEN25JUL920CE,ADANIGREEN,0.0,2025-07-31,920.0,0.05,600,CE,NFO-OPT,NFO
15310594,59807,ADANIGREEN25JUL920PE,ADANIGREEN,0.0,2025-07-31,920.0,0.05,600,PE,NFO-OPT,NFO
19421186,75864,ADANIGREEN25JUL1100CE,ADANIGREEN,0.0,2025-07-31,1100.0,0.05,600,CE,NFO-OPT,NFO
19421442,75865,ADANIGREEN25JUL1100PE,ADANIGREEN,0.0,2025-07-31,1100.0,0.05,600,PE,NFO-OPT,NFO
19418626,75854,ADANIGREEN25JUL900CE,ADANIGREEN,0.0,2025-07-31,900.0,0.05,600,CE,NFO-OPT,NFO
19418882,75855,ADANIGREEN25JUL900PE,ADANIGREEN,0.0,2025-07-31,900.0,0.05,600,PE,NFO-OPT,NFO
15313666,59819,ADANIGREEN25JUL1120CE,ADANIGREEN,0.0,2025-07-31,1120.0,0.05,600,CE,NFO-OPT,NFO
15314690,59823,ADANIGREEN25JUL1120PE,ADANIGREEN,0.0,2025-07-31,1120.0,0.05,600,PE,NFO-OPT,NFO
15309826,59804,ADANIGREEN25JUL880CE,ADANIGREEN,0.0,2025-07-31,880.0,0.05,600,CE,NFO-OPT,NFO
15310082,59805,ADANIGREEN25JUL880PE,ADANIGREEN,0.0,2025-07-31,880.0,0.05,600,PE,NFO-OPT,NFO
19421698,75866,ADANIGREEN25JUL1140CE,ADANIGREEN,0.0,2025-07-31,1140.0,0.05,600,CE,NFO-OPT,NFO
19421954,75867,ADANIGREEN25JUL1140PE,ADANIGREEN,0.0,2025-07-31,1140.0,0.05,600,PE,NFO-OPT,NFO
19418370,75853,ADANIGREEN25JUL860PE,ADANIGREEN,0.0,2025-07-31,860.0,0.05,600,PE,NFO-OPT,NFO
15315202,59825,ADANIGREEN25JUL1160PE,ADANIGREEN,0.0,2025-07-31,1160.0,0.05,600,PE,NFO-OPT,NFO
15306754,59792,ADANIGREEN25JUL840CE,ADANIGREEN,0.0,2025-07-31,840.0,0.05,600,CE,NFO-OPT,NFO
15315458,59826,ADANIGREEN25JUL1200CE,ADANIGREEN,0.0,2025-07-31,1200.0,0.05,600,CE,NFO-OPT,NFO
15315714,59827,ADANIGREEN25JUL1200PE,ADANIGREEN,0.0,2025-07-31,1200.0,0.05,600,PE,NFO-OPT,NFO
15314946,59824,ADANIGREEN25JUL1160CE,ADANIGREEN,0.0,2025-07-31,1160.0,0.05,600,CE,NFO-OPT,NFO
15309570,59803,ADANIGREEN25JUL840PE,ADANIGREEN,0.0,2025-07-31,840.0,0.05,600,PE,NFO-OPT,NFO
15306242,59790,ADANIGREEN25JUL800CE,ADANIGREEN,0.0,2025-07-31,800.0,0.05,600,CE,NFO-OPT,NFO
15306498,59791,ADANIGREEN25JUL800PE,ADANIGREEN,0.0,2025-07-31,800.0,0.05,600,PE,NFO-OPT,NFO
16425730,64163,ADANIGREEN25AUG1020CE,ADANIGREEN,0.0,2025-08-28,1020.0,0.05,600,CE,NFO-OPT,NFO
16425986,64164,ADANIGREEN25AUG1020PE,ADANIGREEN,0.0,2025-08-28,1020.0,0.05,600,PE,NFO-OPT,NFO
19428866,75894,ADANIGREEN25AUG1000CE,ADANIGREEN,0.0,2025-08-28,1000.0,0.05,600,CE,NFO-OPT,NFO
19429122,75895,ADANIGREEN25AUG1000PE,ADANIGREEN,0.0,2025-08-28,1000.0,0.05,600,PE,NFO-OPT,NFO
19429378,75896,ADANIGREEN25AUG1040CE,ADANIGREEN,0.0,2025-08-28,1040.0,0.05,600,CE,NFO-OPT,NFO
19429634,75897,ADANIGREEN25AUG1040PE,ADANIGREEN,0.0,2025-08-28,1040.0,0.05,600,PE,NFO-OPT,NFO
16425218,64161,ADANIGREEN25AUG980CE,ADANIGREEN,0.0,2025-08-28,980.0,0.05,600,CE,NFO-OPT,NFO
16425474,64162,ADANIGREEN25AUG980PE,ADANIGREEN,0.0,2025-08-28,980.0,0.05,600,PE,NFO-OPT,NFO
16426242,64165,ADANIGREEN25AUG1060CE,ADANIGREEN,0.0,2025-08-28,1060.0,0.05,600,CE,NFO-OPT,NFO
16426498,64166,ADANIGREEN25AUG1060PE,ADANIGREEN,0.0,2025-08-28,1060.0,0.05,600,PE,NFO-OPT,NFO
19428354,75892,ADANIGREEN25AUG960CE,ADANIGREEN,0.0,2025-08-28,960.0,0.05,600,CE,NFO-OPT,NFO
19428610,75893,ADANIGREEN25AUG960PE,ADANIGREEN,0.0,2025-08-28,960.0,0.05,600,PE,NFO-OPT,NFO
19429890,75898,ADANIGREEN25AUG1080CE,ADANIGREEN,0.0,2025-08-28,1080.0,0.05,600,CE,NFO-OPT,NFO
19430146,75899,ADANIGREEN25AUG1080PE,ADANIGREEN,0.0,2025-08-28,1080.0,0.05,600,PE,NFO-OPT,NFO
16424706,64159,ADANIGREEN25AUG940CE,ADANIGREEN,0.0,2025-08-28,940.0,0.05,600,CE,NFO-OPT,NFO
16424962,64160,ADANIGREEN25AUG940PE,ADANIGREEN,0.0,2025-08-28,940.0,0.05,600,PE,NFO-OPT,NFO
16426754,64167,ADANIGREEN25AUG1100CE,ADANIGREEN,0.0,2025-08-28,1100.0,0.05,600,CE,NFO-OPT,NFO
16427010,64168,ADANIGREEN25AUG1100PE,ADANIGREEN,0.0,2025-08-28,1100.0,0.05,600,PE,NFO-OPT,NFO
19427842,75890,ADANIGREEN25AUG920CE,ADANIGREEN,0.0,2025-08-28,920.0,0.05,600,CE,NFO-OPT,NFO
19428098,75891,ADANIGREEN25AUG920PE,ADANIGREEN,0.0,2025-08-28,920.0,0.05,600,PE,NFO-OPT,NFO
19430402,75900,ADANIGREEN25AUG1120CE,ADANIGREEN,0.0,2025-08-28,1120.0,0.05,600,CE,NFO-OPT,NFO
19430658,75901,ADANIGREEN25AUG1120PE,ADANIGREEN,0.0,2025-08-28,1120.0,0.05,600,PE,NFO-OPT,NFO
16424194,64157,ADANIGREEN25AUG900CE,ADANIGREEN,0.0,2025-08-28,900.0,0.05,600,CE,NFO-OPT,NFO
16424450,64158,ADANIGREEN25AUG900PE,ADANIGREEN,0.0,2025-08-28,900.0,0.05,600,PE,NFO-OPT,NFO
16427266,64169,ADANIGREEN25AUG1140CE,ADANIGREEN,0.0,2025-08-28,1140.0,0.05,600,CE,NFO-OPT,NFO
16427522,64170,ADANIGREEN25AUG1140PE,ADANIGREEN,0.0,2025-08-28,1140.0,0.05,600,PE,NFO-OPT,NFO
19427330,75888,ADANIGREEN25AUG880CE,ADANIGREEN,0.0,2025-08-28,880.0,0.05,600,CE,NFO-OPT,NFO
19427586,75889,ADANIGREEN25AUG880PE,ADANIGREEN,0.0,2025-08-28,880.0,0.05,600,PE,NFO-OPT,NFO
19430914,75902,ADANIGREEN25AUG1160CE,ADANIGREEN,0.0,2025-08-28,1160.0,0.05,600,CE,NFO-OPT,NFO
19431170,75903,ADANIGREEN25AUG1160PE,ADANIGREEN,0.0,2025-08-28,1160.0,0.05,600,PE,NFO-OPT,NFO
